Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.59449818,5.034532225,5.148749632,5.56810382,4.39442738,4.300082583,4.458029117,5.065127199,5.789619148,5.713100811,3.640162435,4.715979844,6.104195211,2.222835101,-0.777389842,4.596137383,2.811149627,3.225691791,3.831717671,1.46992323,0.321088813,0.985727292,1.83605006,2.454165025,2.616377362,2.66654445,2.938285307,4.403502663,3.722623665,2.973494621,1.428001098,1.059458257,-0.147189537,2.836744223,2.682218636,1.981936299,2.89478246,2.972624004,3.019019892,3.865064945,2.203957939,1.354091625,1.31441749,2.568904088,2.108886187,3.34804589,3.079397346,0.483846979,-4.348762085,2.100617664,1.706003477,-0.424744451,0.258024319,1.743221281,2.316113007,1.957070595,2.435083499
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.725370334,0.943148348,-2.998592458,14.86902276,-18.62574956,5.612145713,6.555627094,3.628524596,3.559989108,6.955752451,7.625911562,11.94248732,7.12515271,1.855969985,2.856259851,-0.428099185,-4.678054313,14.04278055,6.734900777,6.770492296,5.401146815,5.391188519,4.714530098,6.190742227,-5.451466484,14.07921357,3.6404464,1.084763601,2.188887527,4.298242127,3.443579705
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,5.333907792,2.356920312,7.735485518,6.983827975,3.236533613,1.804897704,0.344382966,0.239510404,2.91970809,7.121926394,5.389047425,1.294774467,3.087354214,3.121057312,3.214128124,3.536693192,2.726138081,3.559095975,5.209858683,5.087701647,0.675783494,-5.914425874,-3.32462938,-0.734493304,3.93926095,4.207130673,3.658833063,6.251807841,5.428512567,4.444134273,5.634847452,2.580792075,1.680325089,1.993984087,3.926057175,2.779955031,4.055197444,5.184800809,0.720668487,-8.269036558,2.992337502,2.570817745,-1.42618936,-0.758036295,-0.631728091,0.135082255,2.135381815,2.634254746
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.517582004,3.606102141,6.358771974,4.877280731,-2.70026696,0,13.35182833,7.916221558,2.596410512,12.70271113,6.888986665,7.485276672,11.6128685,2.60114991,0.530211189,2.736163248,5.904011844,1.863401451,12.22481977,-1.603456934,6.329990548,-5.9784862,-3.960123009,8.393024471,-4.613474867,7.749907965,-6.615019994,0.955754872,7.438632436,5.800002719,-2.700002821,6.100001394,2.130031625,5.100000159,2.499998538,4.800000929,-2.200000762,1.300001962,8.799998029,-1.69999854,1.999999468,3.200000514,0.999998468,5.300000292,0.700000383,1.852483092,-0.850653535,1.032794215,-1.386037485,2.954672074,2.705142971,1.411313661,4.734220415,5.603514517,3.844407023,0.380003448,3.800000088
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.506272437,6.672174626,5.347173767,6.518338303,4.778035177,5.214008052,4.688158821,4.25902469,6.990530534,5.558249635,5.345711561,4.541578934,6.310450661,4.291351829,-0.980162268,4.314246102,3.45136895,3.978805853,3.559112321,1.58818899,1.077744597,2.508531253,1.256296477,1.524469429,1.62324459,2.351242288,2.577322069,4.733954268,4.353231142,2.914009698,1.03910533,1.599671216,-0.612652837,2.345385598,2.085084531,1.38800403,2.337333406,3.556201255,3.407099148,3.875162259,1.954449424,1.118456891,0.819531669,2.786424111,1.607713814,2.3749469,2.361498874,0.195294767,-2.941341058,1.965657376,2.079229174,0.182693034,0.576241546,0.947586472,1.067461647,1.187650381,1.819400181
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.084012539,-3.111552175,-6.065738569,2.955722519,1.383750704,4.5632095,1.747193334,0.599899534,1.946828691,-3.130759374,2.056752063,-0.130715913,-1.962406049,-2.217724288,1.177192743,2.041890243,3.347067156,-1.989479307,-3.858525094,-2.156058931,4.931500557,-0.063760472,2
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.76684319,7.449211597,6.092435284,4.554453634,8.33333566,4.508004567,4.115152854,2.508800881,8.082910434,8.679342176,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.47440528,2.552937158,5.095329279,-3.097520398,5.608240679,7.508902308,-2.332949333,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676211565,-2.806595061,6.008115742,-3.308420376,0.13033198,7.088692053,7.092010328,5.252365931,5.638928732,4.313995325,3.879257595,2.082380316,1.104719332
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.573569963,1.327993179,3.956241167,5.038282449,2.788976828,2.049311178,2.310965101,3.984737995,2.052445651,6.596286521,3.484368036,4.301945919,6.508720793,-2.463410167,-1.479061659,2.910059091,2.443093761,4.201849427,3.741453563,-2.027768562,-0.770989934,2.010559804,4.221917569,2.276235592,4.195325469,3.12427897,5.306559401,5.747626911,2.56940446,0.731800512,-1.086543253,0.373976459,2.526924879,3.880038517,2.469734452,2.538654447,4.038248414,3.137808431,3.216724592,3.66412896,2.544130573,2.457877617,3.325909315,2.364455337,3.096088937,2.455999651,2.35670823,-0.472540317,-4.187759438,1.69454714,1.45262397,1.481329829,2.052388508,3.054251012,2.345939517,1.93579095,1.787150985
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.535631294,6.249999544,4.456334814,4.778149725,12.05211625,2.470936125,2.836873807,6.482761546,8.80829341,7.380945301,6.097564234,6.896550161,7.429127692,7.370346072,4.576266275,5.267423656,2.001538541,4.301886844,5.426922971,4.94165542,-8.175275893,1.282042848,5.555558079,-7.195201896,-14.7882259,-21.10000057,-44.89999991,-29.30000147,-10.39999328,2.599995222,11.20000269,10.51904065,3.104903424,2.869256461,1.838341787,4.805452136,5.473838085,11.05810212,5.857329773,9.599640804,9.383276297,12.34399988,2.314047429,-3.650101341,6.24941822,7.22152322,6.350482702,3.387043755,4.62333166,2.880318509,2.848973396,4.98609476
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.429674012,4.109158606,4.405974201,2.209327505,1.36899887,-4.258290372,3.075364052,0.368860329,6.006174964,9.723472587,5.216124557,-2.4876554,2.884584195,6.852516832,-12.43162902,-3.530182806,2.274107244,8.475935599,-2.514941418,0.471695943,-3.503066947,-6.92365041,-4.563737506,8.647569458,5.091617273,5.199160679,4.794898878,5.628168765,5.0858727,3.328817883,5.28182629,3.879419253,4.850000564,3.299999591,4.11241904,4.602461045,4.196357576,4.700390779,4.39999686,3.700000115,4,4.499999699,5.199999984,5.59999999,5.900003953,6.399912419,4.346819153,9.149799094,4.844486889,7.899711912,14.04712365,9.292789414,7.312525021,3.985865624,3.837040864,3.721902905,8.507156219
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299938845,6.308116697,4.003476013,4.324062754,2.613423005,3.270947301,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060561,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.180140446,6.827474427,4.136616153,-1.117638595,4.820715414,5.612104279,5.916911732,3.934784025,3.707451613,3.81494989,10.45410582,8.24984423
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,0,9.576143464,2.435522882,6.153846574,-0.065877033,0.24170478,9.250329251,5.878793617,12.39342908,7.351225734,3.439576058,6.316446315,-1.328183166,6.270079608,3.32189401,-0.764582639,10.88322777,3.535257305,-0.812264661,4.091070738,2.454332596,4.476826924,5.895721872,3.558879369,3.107039256,3.378688939,3.012101064,0.154346248,0.881848176,2.223545592,4.899999092,3.499998513,6.399999316,5.500000174,5.800000236,-3.250000307,6.869999803,7.049999934,-0.941675912,1.124099702,3.631025533,5.734641946,6.449695858,6.526297452,-4.295121773,5.599761222,4.788921982,0.900000083,4.299999773,2.216333663,3.500000132
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.910967458,6.374860894,1.10989279,4.559241048,7.84558432,4.943455305,-7.170069971,13.12604338,1.994144363,-15.9526515,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357995,3.262955463,3.203567303,3.368974948,4.61097091,8.084779738,-1.712683013,3.25590425,0.964560752,6.134082942,6.262805645,5.91897567
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.769420503,2.201675946,5.004387196,1.011381671,12.90517887,-2.330556357,4.436737362,2.655262182,-1.229178079,-1.758564084,-1.022238878,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133192499,0.415061836,-9.089058793,-8.57588213,-3.220228142
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.1495374,1.533518906,10.13605526,8.258340252,9.39266085,6.098846533,5.481437166,6.664109252,9.899730172,7.951269095,7.841176999,10.16015113,8.092378652,-6.438240588,6.366808717,6.851897986,2.941001647,7.246863393,3.282080212,0.677131056,-1.55372125,-1.132647498,-1.078622381,2.010580399,2.509556558,0.517660103,-2.258863527,4.28786171,3.799999997,0,3.099999982,0.700000012,-1.600000003,2.000000007,2.099719767,2.862128846,4.484199148,3.894904772,3.072596664,3.919770772,4.131612076,3.922871842,5.794531264,5.060992565,0.599142055,5.65243372,3.273746857,-0.335172557,-4.300733667,-5.479037108,-9.132494153,-7.300493935,-3.241425025,0.739777123,-0.290902297,-0.244314741,1.351328389
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,5.341415573,5.602078063,-0.534790935,1.534187999,4.124268167,3.632575695,3.568469777,5.979697752,7.194281206,9.097421561,2.966795494,3.767728162,4.012610243,1.385547418,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.74299414,6.908415677,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27306387,-3.992680103,6.122910261,0.949050949,-6.613908956,-0.511266454,0.764825341,-1.155295176,2.352300913,7.34314562,6.437965461,3.683789093,3.730320732
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.06085135,6.177273562,6.806008991,5.706253994,0.646240141,5.959208507,8.822315281,6.016717205,4.860597459,8.676006268,0.665279563,-4.41966084,3.457216668,-5.179615486,3.656387978,7.097322746,5.515872099,5.603610711,6.659545024,-11.71953298,-0.113464597,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.432005653,7.061285389,4.833818322,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.694664658,5.312726049,0.31010915,7.662998895,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.298518348,3.536501264,9.541043929,4.632992432,4.361769315,5.512103989,4.112175617,8.766035054,4.736909015,5.707883599,5.58375455,7.333051621,6.782834332,6.375029904,1.949990826,7.387265623,7.809220685,4.996689821,4.713456087,3.759978164,0.646858611,-3.530089009,-2.572091444,0.496697749,-0.609338954,0.143049598,3.543983305,3.89238706,3.942589519,3.10256318,3.658248747,4.838338808,3.927131992,4.033741477,4.948547507,2.957779899,4.364089932,4.993527823,3.847062161,3.608868745,2.33257416,3.866626553,2.530789948,3.152081835,3.260111043,5.379776769,6.304056515,3.281152283,0.52567459,2.869902893,4.161945918,2.970025412,3.697177338,4.174400627,4.140044358,3.092487959,2.760329473
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.920598389,6.431014823,3.535461753,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.845166466,1.555730603,0.484777972,0.347356233,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.689524309,1.104925811,-12.27865726,11.36028238,10.54101876,5.233273894,4.31362183,1.024827553,6.994386657,4.255456893,3.112850845,-3.317670936,1.244719353,7.70283995,8.483021513,1.536913278,-2.63867966,-1.806188772,-1.835696261,1.733889727,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602236,0.899396595,-3.693533101,-4.944413088,-3.038084903,5.984609957,7.831446686,8.213837994,8.523309353,4.986313614,7.883466726,6.226948358,-1.708567128,2.969880978,-1.376727515,2.249999297,1.051000768,-1.00525525,3.293924791,-1.956911156,5.129795407,7.019953223,1.976647054,3.552158264,4.138443121,5.196298129,5.276306143,5.000564991,3.846923912,3.162407787,3.316131655,2.924668313
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.783202066,5.783014082,5.155720835,6.535279609,5.624138808,5.983353227,4.554106276,6.104522353,5.880919722,4.204147659,3.964367863,5.601823938,6.360647634,1.270566439,0.063332,4.980922033,3.926305032,4.10368395,4.228688444,1.467667412,1.917788259,-0.150074467,2.733878722,4.537401697,3.504186325,3.288345319,3.473170122,4.769474589,3.806150377,3.108971647,1.599620714,2.160409414,1.245068695,3.219328772,2.834069287,2.99384141,3.414868396,2.717429543,3.221422367,4.002640009,1.424418385,1.462217629,2.156826048,3.323936125,2.791823471,3.034729592,2.653290875,0.352123929,-3.42418157,2.988709108,1.883480993,1.249631763,1.394706713,2.015649346,2.338285782,1.656341386,2.231991588
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,14.29063221,15.76392211,8.627709073,14.64218787,1.794997849,1.603370943,3.397363152,11.34377245,9.206981617,7.292798881,10.61187995,12.27964688,2.415159113,0.492071792,16.16402481,11.72561909,8.260761053,11.55661939,10.10814055,9.260856544,2.94974901,5.977013535,9.973737455,0.757086549,11.0561742,13.39846552,8.511662352,2.277046145,3.830522186,5.701974125,6.234935663,6.201169293,6.036118892,2.373788251,4.258611118,5.09971068,-5.882672568,2.50669779,7.663468037,0.560870813,1.656637517,3.056318919,8.700025431,7.388245723,7.032730655,6.464833407,2.127940781,-2.459049593,6.767682599,4.814687282,1.700307798,3.10148883,2.762416633,2.38784571,2.162923295,3.79134856
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.855659321,5.764846041,3.580436708,5.416645571,9.037156489,5.373842271,5.977542858,6.598183245,0.655438847,3.62672094,3.995003607,5.762304882,7.869852503,-1.227641731,2.130681763,10.50069306,10.38388909,10.00570129,4.66442082,0.668480796,2.53320223,-1.391216432,-0.924352309,4.345691194,4.188233695,0.722676854,6.03139002,4.609852686,4.325852759,0.096880396,3.252033819,5.624295813,6.230032036,-1.303257181,4.062976116,3.595249724,4.993718608,2.901585416,-1.889534893,5.748148174,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.75214891,4.78529791
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.229602968,7.001526111,3.262523442,3.532883564,4.21567277,2.741407965,2.261959549,2.979991255,4.643029164,4.346724262,4.209511497,1.754029292,2.963920334,5.697813895,2.121071403,3.94794756,3.783504222,2.382815923,0.041990871,-0.305950006,3.964879505,1.232091644,0.625874059,1.241014773,1.638853814,3.055803978,3.305918583,1.159477904,2.032109291,-1.112619069,0.850366673,-0.654554613,0.684480196,0.30953685,4.745434332,5.434167259,4.372712346,3.553400681,3.022683243,2.777453977,4.28268289,3.542956888,4.566077098,5.560208476,6.136744533,6.06506386,6.686074505,6.021020222,4.268189689,5.689597141,4.738977893,5.797213623,5.769791882,5.607802687,5.0884916,4.521366354,5.253526817
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.873698253,6.645474107,1.861880909,-0.935499992,3.756522687,3.434404358,5.246474526,5.557907054,4.082810672,4.163701796,4.785260833,5.150004954,2.053365523,-7.383783013,-1.420441324,-0.32596709,-2.244694661,-0.648034654,-0.096176262,2.347349627,3.165417824,2.778282661
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.704713426,2.181840958,2.710247351,0.870059795,-1.044374892,-0.251464339,0.363800349,-3.522888166,1.805011228,2.2492216,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.234052891,2.810148498,1.211218343,1.452707027,1.173279505
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.064180345,-0.576108518,2.947154557,1.489525475,0.014154782,3.340163587,4.235847737,3.186896354,4.209179932,3.840510445,4.528205916,3.848619662,5.004918024,4.388215174,3.851172967,0.434761639,0.855513037,-6.59997406,0.682378151,1.661916737,-1.643779899,2.096216708,4.227733353,3.367145175,2.21318749,3.98871037
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.490959588,3.747709658,4.678639319,7.795033721,5.614342312,4.957794761,4.536824667,6.877340609,7.431999579,7.488613619,6.37124651,6.819688438,7.520004649,5.862105057,4.277384259,6.786917726,4.237696419,3.157924086,4.244155411,4.148956311,1.859828211,2.414167646,1.061849122,4.514009875,4.279344398,4.225003474,4.795065843,3.62544904,2.825673203,2.045175774,1.071531891,0.987035463,3.056460204,2.618595522,3.71317677,4.870241705,5.035073172,1.972061667,3.138494348,5.619588939,3.268060006,4.112160507,5.354940082,7.675276753,6.989952119,8.027675482,8.685698072,5.629603013,2.063822736,7.457744036,6.184729883,5.011057197,4.978403628,4.268634965,3.838527334,4.087308381,4.869962675
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.345954723,3.950194528,4.744825695,7.46620346,5.514364156,4.504024983,3.682030568,6.563520463,7.64701081,7.876615967,6.400944242,6.281049818,7.205808315,6.036263573,3.763062556,6.693519512,4.25757126,2.919907112,4.185234937,4.054770536,1.595773069,2.339331615,0.988607761,4.239668132,4.325023188,3.912386769,4.412528298,3.682665227,2.889131329,2.167789903,1.090724528,0.979330643,2.95952959,2.53380359,3.681926726,4.878271907,4.920494313,2.054946521,3.124240673,5.513855352,3.325848894,4.065972532,5.377095042,7.956929432,6.910967832,7.950284428,8.552785023,5.604692227,2.249424788,7.368798217,6.083677798,5.024172429,5.019435512,4.363386043,3.844473842,4.013148382,4.839401002
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.210815507,5.561916517,5.262596325,4.908061906,4.715178262,0.805672569,-3.637176514,3.674387627,9.700396905,11.50546819,6.668294254,1.445528529,4.235747643,7.734434938,-1.164789203,5.747640178,4.460949106,0.494601557,3.568945644,3.063890799,-1.230598154,1.535645265,0.203602666,1.274072959,4.835198662,0.487405295,0.131206333,4.353579232,3.614049812,3.895876415,1.368263315,0.868239772,1.563171937,1.305047692,3.223052816,4.996584466,3.249825233,3.284755687,2.915438802,3.954831568,4.186513248,3.384253331,5.703187605,12.08883732,5.797875783,6.847356384,6.637668112,5.238863671,4.985212849,6.094212891,4.617000144,5.217689661,5.623678229,5.750182727,3.92880575,2.962343113,4.398720892
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.276061464,4.318510105,7.875208131,5.148231358,5.643835179,-0.611106987,-8.806038008,2.007789785,16.5216506,18.52495828,10.93870226,3.986039037,5.635975269,8.906434266,-2.245166379,6.462987172,5.2782928,-0.82437332,5.984221171,5.410936515,-4.762924187,2.075845825,-0.330802451,0.981014157,7.353109006,-1.90305428,-2.86338961,6.168866506,4.766680477,6.781111317,1.335553528,1.255671346,1.387373785,1.951095148,1.856040175,4.821044989,2.042031247,2.660785005,1.880461571,3.891675407,3.335346955,2.850956574,6.099182214,18.3153435,4.979067016,7.030889432,6.087169702,4.230099645,5.221971369,6.099874341,4.78982245,4.531436362,5.259547077,5.860227858,3.833706339,1.576902167,2.732859258
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.740645823,1.841977702,-2.237029986,3.52969815,1.081589466,2.791346825,1.380402806,10.91517857,6.822298249,7.554634514,7.023997197,7.037643208,8.103975535,7.634672906,4.977300867,6.886564974,8.761325601,6.767069858,7.324309486,9.880077522,7.927156824,2.24644534,4.192967368,6.975527809,2.462143564,5.875045104,4.925927365,5.780498488,7.456586925,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033279592,5.067680274
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.147477989,6.770487834,2.781496633,4.66867863,3.785320402,2.249687817,1.475849664,5.131272405,3.914642303,4.829238747,2.092186688,-1.512745665,2.514231589,6.249636565,0.238158904,4.841723777,3.409857479,2.228240987,0.48914221,-0.087376777,3.696492315,0.868600233,0.855763033,1.627499213,1.84156457,3.391521232,3.472778408,2.307548293,2.327456459,0.598539571,1.406090328,0.42050879,1.767113463,0.572123493,4.795157443,5.194413182,4.580047453,3.955297371,4.013813064,4.020481633,5.065123035,3.925512256,5.31313179,5.909933784,6.705599845,6.647185393,7.240231398,6.331162089,4.733914331,6.088175754,4.432689214,5.954502672,6.009385811,5.634441428,4.029041498,4.419870028,6.126607627
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,0.418923061,19.10553834,9.896346726,11.82935653,6.845213163,4.186976816,1.604987887,0.787296104,2.568276022,4.00366464,4.280900474,7.715996458,8.581528171,13.50925874,13.69321623,5.338364279,5.376166334,5.868974884,6.327778883,5.199996721,5.900003046,7.700001498,7.457065044,9.84866342,2.127151152,9.415889627,4.814762146,6.249540692,4.493510306,5.03114162,-3.4,,
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.722742533,2.931127737,5.994353261,7.452950122,-2.63577011,-0.05532877,7.82596303,3.387929176,6.539700296,5.157229736,1.642930384,-0.553301312,3.295521135,1.18533626,9.149912015,1.663103637,7.254764586,5.712532089,-5.238182703,6.735821528,6.006203624,3.47573324,7.288892901,3.820737856,5.254299223,4.77656417,3.965355634,9.62778292,5.947343328,5.533454563,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381475,7.922943418,9.284824616,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.6383638,5.456387552,6.386106401,7.410227605,8.154425028,7.112686097,6.624227116
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.469887504,6.489808611,4.721428229,4.260229255,5.656645569,1.394807903,8.211300381,7.18672882,3.07303611,3.079329284,3.32521588,2.283468263,-0.244301147,4.354372685,3.085614901,-0.428330544,4.663091175,5.217414162,5.813919477,8.466527935,1.929639555,3.343274279,2.692609194,5.755827009,9.634422304,7.809274792,10.28995051,8.500199853,10.61785231,9.559889223,5.803637383,6.309274147,3.119509103,6.681227602,6.006383302,5.521667081,5.208716386,-3.935929068,-4.626771598,1.801679033,2.98490774,0.037154753,1.638845003,8.328379309,25.55726885,5.141460154,7.802381608
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.47760109,8.590432965,7.274456069,9.193938555,17.2176732,11.23994792,11.6328634,14.80807671,16.33385741,11.12258869,14.42019196,14.41534727,8.563301361,6.496854147,-2.419332157,17.23363078,-4.064888729,-14.05217049,-10.51398398,-27.5264732,-5.176038395,27.21041251,8.562524882,-8.78519283,2.152212996,-10.20623898,0.648517189,-5.396211137,6.020874308,13.83378001,12.38338222,2.834727725,1.039997884,-1.51158775,2.282661073,5.173283486,0.482046871,2.177823133,0.855458607,5.8580666,0.778638733,7.26555113,8.734584435,4.374509277,3.189804087,4.999795262,8.155773524,0.250856553,1.007385458,5.797938302,2.645717918,-7.44455703,-0.194073471,4.60341888,-1.32064512,13.39622807,4.300015081
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,3.244189014,4.544357261,5.374554642,3.735298034,4.418759911,16.11336691,12.49066287,17.17510281,1.899962545,17.05696307,20.86925531,24.75372713,-0.728728068,3.433977981,-13.07331279,-1.485242075,1.453896659,4.647590944,9.305281575,-0.019037034,-3.118535547,57.81782903,-64.04710658,32.59220783,30.28983174,3.854531293,2.120021635,11.02078741,21.23793536,34.85709471,17.58226641,1.406474735,2.30531667,-6.900180689,-33.10083738,54.15777429,4.400617409,10.15819912,1.377598148,8.228107104,3.379299094,6.402564845,7.5464712,13.93643017,7.6,0.7,4.8,11,-0.780088428
